index,Title,Series,Num,Author,Status,Returned,Source,Url
845,Damaged Intentions,Abbey Mullen Thriller,02,Omer Mike,Read,2024-02-20,Amazon Unlimited,""
846,A Burning Obsession,Abbey Mullen Thriller,03,Omer Mike,Read,2024-03-04,Amazon Unlimited,""
847,War of A.I.,Beyond Secret,01,Pandey Ishan,Checked 2021-03-02,2020-08-25,Amazon Unlimited,https://smile.amazon.com/War-I-Science-Fiction-Thriller-ebook/dp/B08FZ2N64C/ref=sr_1_1?dchild=1&keywords=Pandey+Ishan&qid=1614707254&s=digital-text&sr=1-1
848,Interference,"",00,Parks Bred,Read,2022-09-14,Amazon Elizabeth,https://smile.amazon.com/War-I-Science-Fiction-Thriller-ebook/dp/B08FZ2N64C/ref=sr_1_1?dchild=1&keywords=Pandey+Ishan&qid=1614707254&s=digital-text&sr=1-1
849,1st to Fight,Earth at War,01,Partlow Rick,Read,2021-01-25,Amazon Unlimited,https://smile.amazon.com/gp/product/B08MJ859LD?notRedirectToSDP=1&ref_=dbs_mng_calw_0&storeType=ebooks
850,Primary Targets,Earth at War,02,Partlow Rick,Read,2021-01-28,Amazon Unlimited,""
851,Return Fire,Earth at War,03,Partlow Rick,Read,2021-01-28,Amazon Unlimited,""
852,Enemies & Allies,Earth at War,04,Partlow Rick,To Be Read,,Amazon Unlimited,""
853,Escape,A Billie Harney Thriller,01,Patterson James,Read,2022-11-29,Library,https://www.amazon.com/kindle-dbs/redeem?_encoding=UTF8&token=2lq8QtWnolldGsfiCz7BMjNJW0CygZyrumo00Hri3mpjvhcCFY9VhqynPxzo0GSph4dcpu3SOPXSKET9zOO-glGCfTuNibmsPQdIgSi0196UN2biP0_rgHcdqEWg0UmtbEIHVwe6A_2EnLeMDoQAc9Rz2RIY8V-QaygKsyt12h4WeyhHzYSDAiaqsNPjnJlAns7HJRsnWTEGUUnHGozz5sX-GvTtoxTbQqla0BRn1xaCyYUy5-t5KGbTu7OC5IBo&token2=1Qvfo5zkDOhdpfDRpJNHWg&v=5&m=A38SEFUGZMJU8S&force-full-site=1&odorigin=Lightning
854,1st To Die,Women's Murder Club,01,Patterson James,Read,2023-08-01,Library,https://mainlib.overdrive.com/mainlib-hunterdon/content/media/18059
855,Bandwidth,An Analog Novel,01,Peper Eliot,Won't Finish,,"",https://smile.amazon.com/gp/product/B075CLV95J/ref=kinw_myk_ro_title
856,Borderless,An Analog Novel,02,Peper Eliot,Won't Finish,,"",""
857,Breach,An Analog Novel,03,Peper Eliot,Won't Finish,,"",""
858,Future Chronicles,Future Chronicles,01 of 23 only read,Peralta Samuel,To Be Read,2016-04-01,Amazon Unlimited,https://smile.amazon.com/gp/product/B013M3XW0Q?notRedirectToSDP=1&ref_=dbs_mng_calw_0&storeType=ebooks
859,The Dark Net,"","",Percy Benjamin,Won't Finish,2023-07-02,Library,https://smile.amazon.com/gp/product/B01I4FPNHW/ref=kinw_myk_ro_title
860,The Old Man,"","",Perry Thomas,Read,2022-07-31,Library,""
861,The Bomb Maker,"","",Perry Thomas,Read,2022-09-07,Library,""
862,Quantum Space,Quantum Series,01,Phillips Douglas,Read,2021-02-07,Amazon Unlimited,https://smile.amazon.com/gp/product/B06ZY9T5Y5?notRedirectToSDP=1&ref_=dbs_mng_calw_0&storeType=ebooks
863,Quantum Void,Quantum Series,02,Phillips Douglas,Read,2021-02-08,Amazon Unlimited,""
864,Quantum Time,Quantum Series,03,Phillips Douglas,Read,2021-02-08,Amazon Unlimited,""
865,Quantum Entangled,Quantum Series,04,Phillips Douglas,Read,2021-02-22,Amazon Unlimited,""
866,Quantum Chaos,Quantum Series,05,Phillips Douglas,To Be Read,2023-07-07,Amazon Unlimited,""
867,The Fifth Kind: Arrival,Dark Nova Series,01,Prescott James D,Won't Finish,2024-05-06,Amazon Unlimited,https://www.amazon.com/Fifth-Kind-Arrival-Dark-Nova-ebook/dp/B0C85JD2NR/?_encoding=UTF8&pd_rd_w=hCIC8&content-id=amzn1.sym.d0ebfbb2-6761-494f-8e2f-95743b37c35c%3Aamzn1.symc.50e00d6c-ec8b-42ef-bb15-298531ab4497&pf_rd_p=d0ebfbb2-6761-494f-8e2f-95743b37c35c&pf_rd_r=VNP4Q3B0410GGD5GDACV&pd_rd_wg=2LsXG&pd_rd_r=e3a8faea-b3fd-4e8d-aa60-b8912213049e&ref_=pd_hp_d_atf_ci_mcx_mr_hp_atf_m
868,The Worst Ship in the Fleet,Dumb Luck and Dead Heroes,01,Ramirez Skylar,Read,2024-01-17,Amazon Unlimited,https://www.amazon.com/gp/product/B0CGPFP26W/ref=ku_mi_rw_edp_ku
869,The Worst Spies in the Sector,Dumb Luck and Dead Heroes,02,Ramirez Skylar,Read,2024-01-19,Amazon Unlimited,""
870,The Worst Pirate Hunters in the Fringe,Dumb Luck and Dead Heroes,03,Ramirez Skylar,Read,2024-01-20,Amazon Unlimited,""
871,The Worst Rescuers in the Republic,Dumb Luck and Dead Heroes,04,Ramirez Skylar,Read,2024-01-21,Amazon Unlimited,""
872,The Worst Detectives in the Federation,Dumb Luck and Dead Heroes,05,Ramirez Skylar,Publish Date,2024-02-27,Amazon Unlimited,""
873,The Immortality Code,"","",Richards Douglas E.,Final,2021-07-23,Amazon Unlimited,https://www.amazon.com/dp/B08TW2C5WJ?pd_rd_i=B08TW2C5WJ&pd_rd_w=71TYs&pf_rd_p=913409dc-37fa-4e61-b170-a2f77cb9d36c&pd_rd_r=57d36300-dd43-4caf-bcb6-cf13c3367ce9&pd_rd_wg=snVMd&ref_=pe_42015120_572275530&pldnSite=1
874,Unidentified,"","",Richards Douglas E.,Won't Finish,2021-12-30,Amazon Unlimited,https://smile.amazon.com/gp/product/B09DTD6T14/ref=ku_mi_rw_edp_ku
875,Portal,"","",Richards Douglas E.,Read,2022-12-02,Amazon Unlimited,https://www.amazon.com/gp/product/B0B6JR8CSW/ref=ku_mi_rw_edp_ku
876,The Cure,"","",Richards Douglas E.,Read,2023-07-25,Amazon Unlimited,https://www.amazon.com/Cure-Douglas-Richards-ebook/dp/B0BRVDNRD9/?_encoding=UTF8&pd_rd_w=gIQYO&content-id=amzn1.sym.ed85217c-14c9-4aa0-b248-e47393e2ce12&pf_rd_p=ed85217c-14c9-4aa0-b248-e47393e2ce12&pf_rd_r=137-3805989-2555140&pd_rd_wg=RFo90&pd_rd_r=e11db057-72b4-4ff5-97a6-3e79fc46128b&ref_=aufs_ap_sc_dsk
877,The Enigma Cube,Alien Artifact,01,Richards Douglas E.,Read,2020-09-08,Amazon Unlimited,https://smile.amazon.com/Enigma-Cube-Alien-Artifact-Book-ebook/dp/B083YYT6GD/ref=sr_1_4?crid=11XVUT25I6WNF&dchild=1&keywords=alien+artifacts&qid=1614707662&s=digital-text&sprefix=Alien+Artifact%2Cdigital-text%2C192&sr=1-4
878,A Pivot In Time,Alien Artifact,02,Richards Douglas E.,Read,2020-09-10,Amazon Unlimited,""
879,Mind's Eye,Nick Hall,01,Richards Douglas E.,Read,2020-09-20,Amazon Unlimited,https://smile.amazon.com/Minds-Eye-Nick-Hall-Book-ebook/dp/B00HVGGH76/ref=sr_1_2_sspa?crid=3OKC29BIMQ07U&dchild=1&keywords=nick+hall&qid=1614707770&s=digital-text&sprefix=Nick+Hall%2Cdigital-text%2C161&sr=1-2-spons&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUExVDRITVNQUkIzN0NNJmVuY3J5cHRlZElkPUEwNDQ4MzgyMTYzUFNRTzJLOTBNVCZlbmNyeXB0ZWRBZElkPUExMDIzODUwMlpGRjlYRFNaRlRVRSZ3aWRnZXROYW1lPXNwX2F0ZiZhY3Rpb249Y2xpY2tSZWRpcmVjdCZkb05vdExvZ0NsaWNrPXRydWU=
880,BrainWeb,Nick Hall,02,Richards Douglas E.,Read,2020-09-21,Amazon Unlimited,""
881,MindWar,Nick Hall,03,Richards Douglas E.,Final,2020-09-21,Amazon Unlimited,""
882,Split Second,Split Second,01,Richards Douglas E.,Read,2020-09-13,Amazon Unlimited,https://smile.amazon.com/Split-Second-Book-ebook/dp/B014TE4FUS/ref=sr_1_1_sspa?crid=QZ0MHQ0PVRDO&dchild=1&keywords=split+second&qid=1614707855&s=digital-text&sprefix=Split+Second%2Cdigital-text%2C169&sr=1-1-spons&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUExNlQ3QUFRSlpGNE9LJmVuY3J5cHRlZElkPUExMDA4NzcwMjhRSjRXVjU2UzdBWCZlbmNyeXB0ZWRBZElkPUEwNjE2MDQ5Mk4zRjhNWEtCMlhKTyZ3aWRnZXROYW1lPXNwX2F0ZiZhY3Rpb249Y2xpY2tSZWRpcmVjdCZkb05vdExvZ0NsaWNrPXRydWU=
883,Time Frame,Split Second,02,Richards Douglas E.,Read,2020-09-14,Amazon Unlimited,""
884,WIRED,Wired,01,Richards Douglas E.,Read,2015-06-20,Amazon Unlimited,https://smile.amazon.com/WIRED-Douglas-Richards-ebook/dp/B007EWJBIE/ref=sr_1_1_sspa?crid=1LNWRR9WHXCRV&dchild=1&keywords=wired&qid=1614707943&s=digital-text&sprefix=wired%2Cdigital-text%2C163&sr=1-1-spons&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUFRQzhFSElLSjhLWVkmZW5jcnlwdGVkSWQ9QTA1NDM5MTYyWkhPVUlIWTA3QktFJmVuY3J5cHRlZEFkSWQ9QTA4MDc3MzQyTEtRQkZaRE4yN1AxJndpZGdldE5hbWU9c3BfYXRmJmFjdGlvbj1jbGlja1JlZGlyZWN0JmRvTm90TG9nQ2xpY2s9dHJ1ZQ==
885,AMPED,Wired,02,Richards Douglas E.,Read,2015-06-20,Amazon Unlimited,""
886,Solar Crash,Solar Crash Series,01-06,Richards E S,Final,2020-03-25,Amazon Unlimited,https://smile.amazon.com/gp/product/B07NP5V6FG?notRedirectToSDP=1&ref_=dbs_mng_calw_0&storeType=ebooks
887,The Chiral Agent ,Biogenesis War,01,Richmond L L,Won't Finish,2023-07-07,Amazon Unlimited,""
888,The Extinction Trials,"",00,Riddle A.G.,Read,2022-01-21,Amazon Unlimited,https://www.amazon.com/gp/product/B09BLCGT45/ref=ku_mi_rw_edp_ku
889,Lost in Time,"",00,Riddle A.G.,Read,2022-09-18,Amazon Unlimited,https://www.amazon.com/gp/product/B09TCFTSPH/ref=ku_mi_rw_edp_ku
890,Pandemic,The Extinction Files,01,Riddle A.G.,Read,2022-01-21,Amazon Unlimited,https://www.amazon.com/gp/product/B06Y382BHS?notRedirectToSDP=1&ref_=dbs_mng_calw_0&storeType=ebooks
891,Genome,The Extinction Files,02,Riddle A.G.,Final,2022-01-25,Amazon Unlimited,https://www.amazon.com/gp/product/B06Y382BHS?notRedirectToSDP=1&ref_=dbs_mng_calw_0&storeType=ebooks
892,Winter World,The Long Winter Trilogy,01,Riddle A.G.,Read,2021-02-01,Amazon Unlimited,https://smile.amazon.com/Winter-World-Long-Book-ebook/dp/B07N32K12H/ref=sr_1_1?crid=15NNDB0VFUN6G&dchild=1&keywords=the+long+winter+trilogy&qid=1614708137&s=digital-text&sprefix=The+Long+Winter+Trilogy%2Cdigital-text%2C163&sr=1-1
893,The Solar War,The Long Winter Trilogy,02,Riddle A.G.,Read,2021-02-01,Amazon Unlimited,""
894,The Lost Colony,The Long Winter Trilogy,03,Riddle A.G.,Final,2021-02-01,Amazon Unlimited,""
895,The Atlantis Gene,The Origin Mystery,01,Riddle A.G.,Read,2015-09-25,Amazon Unlimited,https://smile.amazon.com/Atlantis-Gene-Thriller-Origin-Mystery-ebook/dp/B00C2WDD5I/ref=sr_1_3?crid=2ITPE8W70C1NR&dchild=1&keywords=the+origin+mystery&qid=1614708238&s=digital-text&sprefix=The+Origin+Mystery%2Cdigital-text%2C151&sr=1-3
896,The Atlantis Plague,The Origin Mystery,02,Riddle A.G.,Read,2015-09-25,Amazon Unlimited,""
897,The Atlantis World,The Origin Mystery,03,Riddle A.G.,Final,2015-09-25,Amazon Unlimited,""
898,Shatter,O'Loughlin Joe,03,Robotham Michael,Read,2022-11-08,Library,https://www.amazon.com/kindle-dbs/redeem?_encoding=UTF8&token=qppugLH1gC-PQM0j1hNQ9dCHM82Is3fksZn_il7fCJkMQk7lkvwmYSYSMgwGGtDAZ7d7_i5FDBpXs__Tma3ApBiqAOVnD3PJn_KPRpPL9_9lR8p6kwQiiLY6AT6BgvDD_Ey4xlm6SlGJwidVZpLCTT5XCceuni4Wrt3HoRDIXTJryZgJ0sA4sRjCldOd_NtMTeZBMmfBqw08FsniWvhwPoKSvfnJuAtpkgrtz4VWU_YnUPtjylSOUzawwdKGDgOO&token2=44IYkLe9MHIAk-xd5HjZww&v=5&m=A38SEFUGZMJU8S&force-full-site=1&odorigin=Lightning
899,Close Your Eyes,O'Loughlin Joe,08,Robotham Michael,Read,2022-12-17,Library,""
900,Sandstorm ,Sigma Force,01,Rollins James,Read,2014-05-01,Amazon,https://smile.amazon.com/gp/product/B000FC1SCW?notRedirectToSDP=1&ref_=dbs_mng_calw_0&storeType=ebooks
901,Map of Bones,Sigma Force,02,Rollins James,Read,2014-05-01,Amazon,""
902,Black Order,Sigma Force,03,Rollins James,Read,2014-05-01,Amazon,""
903,The Judas Strain,Sigma Force,04,Rollins James,Read,2014-05-01,Amazon,""
904,The Last Oracle,Sigma Force,05,Rollins James,Read,2014-05-01,Amazon,""
905,The Doomsday Key,Sigma Force,06,Rollins James,Read,2014-05-01,Amazon,""
906,The Devil Colony,Sigma Force,07,Rollins James,Read,2014-05-01,Amazon,""
907,Bloodline,Sigma Force,08,Rollins James,Read,2014-05-01,Amazon,""
908,The Eye of God,Sigma Force,09,Rollins James,Read,2014-05-01,Amazon,""
909,The 6th Extinction,Sigma Force,10,Rollins James,Read,2014-05-01,Amazon,""
910,The Bone Labyrinth,Sigma Force,11,Rollins James,Read,2022-08-19,Library,""
911,The Seventh Plague,Sigma Force,12,Rollins James,To Be Read,,"",""
912,The Demon Crown,Sigma Force,13,Rollins James,To Be Read,,"",""
913,Crucible,Sigma Force,14,Rollins James,To Be Read,,"",""
914,The Last Odyssey,Sigma Force,15,Rollins James,Read,2022-08-19,Library,""
915,Kingdom of Bones,Sigma Force,16,Rollins James,Read,2022-08-30,Library,""
916,Into the Stars,Rise of the Republic,01,Rosone James,Read,2021-12-18,Amazon Unlimited,https://smile.amazon.com/gp/product/B0893L2LKP/ref=dbs_a_def_rwt_hsch_vapi_taft_p1_i4
917,Into The Battle,Rise of the Republic,02,Rosone James,Read,2021-12-18,Amazon Unlimited,""
918,Into The War,Rise of the Republic,03,Rosone James,Read,2021-12-18,Amazon Unlimited,""
919,Into The Chaos,Rise of the Republic,04,Rosone James,Read,2021-12-18,Amazon Unlimited,""
920,Into The Fire,Rise of the Republic,05,Rosone James,Read,2021-12-27,Amazon Unlimited,""
921,Into The Calm,Rise of the Republic,06,Rosone James,To Be Read,,"",""
922,Into the Breach,Rise of the Republic,07,Rosone James,To Be Read,,"",""
923,Darwin's Cipher,"","",Rothman M A,Read,2023-05-12,Amazon Unlimited,https://www.amazon.com/gp/product/B07KTFX1N2/ref=ku_mi_rw_edp_ku
924,The World Walker,The World Walker,01,Sainsbury Ian W,Read,2023-11-26,Amazon Unlimited,https://www.amazon.com/The-World-Walker-Ian-W-Sainsbury-audiobook/dp/B01NANQR16/ref=sr_1_1?crid=201MF1QP7KWQF&keywords=world+walker+series&qid=1701920402&sprefix=world+walker%2Caps%2C97&sr=8-1
925,The Unmaking Engine,The World Walker,02,Sainsbury Ian W,Read,2023-11-29,Amazon Unlimited,""
926,The Seventeenth Year,The World Walker,03,Sainsbury Ian W,Read,2023-12-03,Amazon Unlimited,""
927,The Unnamed Way,The World Walker,04,Sainsbury Ian W,Read,2023-12-06,Amazon Unlimited,""
928,Saturn Run,"",00,Sanford John,Read,2024-03-09,Library,https://www.amazon.com/Saturn-Run-John-Sandford-ebook/dp/B00USMCJX6?ref_=ast_author_dp&dib=eyJ2IjoiMSJ9.GrM_rfK1mzwShqdy0wSbJTSV8pbRvcnvhmKHauXxnil5e4s_JhOD8XixvvW3EPbvpykefClC8XKLlEzM4e_HSvPzUn4PXH0T0AwMpXGMoEsPdg97xBKN9xnFeLDYaiObnNf13gFI9i1_rux129J0-Nqm_8U75wo6ly_AVzNnBzad2UlJ3JyRqvFy8GPTymEnb7y2h2E5XrLlvEuU9YPx65YUxXz5jlzp5r5RIhHD5hE.dvvhZOBTc6Swn8IkgfY4x5eGx6fz6wtZLtIIiXjCLME&dib_tag=AUTHOR
929,Investigator,Investigator,01,Sanford John,Read,2022-10-07,Library,https://www.amazon.com/kindle-dbs/redeem?_encoding=UTF8&token=7wVnvx9Z_Mx51sa8C7AGOWkLsK8WdxCz1FZpb0UQLds2VnTZ0QnURWzDExU2BFUEyk3o0fb0ekC9qwIJqQi8V-_ClPy7gRjj0ognFry7P1vk80n_HxoJxypTyJUuxQBlR725egv2yNnfEXpewlwhYDMjxWAbYUFHoqn80rVafDRG_jf2SH0ao7ZURK6lYcea1ATuh9ze_bz81l_VkhGxc8zFf6-AJQPqu1UuNLXpyB2P9RSTzSZ0w0BXbiBT_jKi&token2=pgkTyVoyjjuHRRty6SBHLQ&v=5&m=A38SEFUGZMJU8S&force-full-site=1&odorigin=Lightning
930,Indefinite Fate,The Sideways 8,01,Savage PP,Read,2023-04-29,Amazon Unlimited,https://www.amazon.com/gp/product/B0BXFK7K9X/ref=ku_mi_rw_edp_ku
931,Fight For Life,The Sideways 8,02,Savage PP,Read,2023-11-02,Amazon Unlimited,""
932,Starter Villian,"",00,Scalzi John,Read,2023-11-16,Library,""
933,The Last Emperox,"",00,Scalzi John,Read,2022-10-19,Library,""
934,Old Man's War,Old Man's War,01,Scalzi John,Read,2022-10-17,Amazon Unlimited,https://www.amazon.com/gp/product/B000SEIK2S/ref=ku_mi_rw_edp_ku
935,The Ghost Brigades,Old Man's War,02,Scalzi John,Read,2022-10-18,Amazon Unlimited,""
936,The Last Colony,Old Man's War,03,Scalzi John,Read,2022-10-20,Library,""
937,Zoe's Tale,Old Man's War,04,Scalzi John,Read,2022-10-23,Library,""
938,The Human Division,Old Man's War,05,Scalzi John,Won't Finish,2022-10-24,Library,""
939,The Collapsing Empire,The Interdependency,01,Scalzi John,Read,2022-10-09,Amazon,https://www.amazon.com/gp/product/B01F20E7CO?notRedirectToSDP=1&ref_=dbs_mng_calw_0&storeType=ebooks
940,The Consuming Fire,The Interdependency,02,Scalzi John,Read,2022-10-11,Library,""
941,The Last Emperox,The Interdependency,03,Scalzi John,Read,2022-10-12,Library,""
942,Astray,The Adventures of a Xeno-Archaeologist,01,Schwartz Jenny,Read,2023-07-07,Amazon Unlimited,https://www.amazon.com/gp/product/B08VW36YZD/ref=ku_mi_rw_edp_ku
943,Doubt,The Adventures of a Xeno-Archaeologist,02,Schwartz Jenny,Read,2023-07-09,Amazon Unlimited,""
944,Rebel,The Adventures of a Xeno-Archaeologist,03,Schwartz Jenny,Read,2023-07-10,Amazon Unlimited,""
945,Cajole,The Adventures of a Xeno-Archaeologist,04,Schwartz Jenny,Read,2023-07-12,Amazon Unlimited,""
946,Resolve,The Adventures of a Xeno-Archaeologist,05,Schwartz Jenny,Read,2023-07-13,Amazon Unlimited,""
947,Find the Stars,The Nano Empire,01,Scott James,Read,2024-07-17,Amazon Unlimited,https://www.amazon.com/dp/B0BT68MF12/ref=mes-dp?_encoding=UTF8&pd_rd_w=UfWuT&content-id=amzn1.sym.2c0858f6-8a25-4b5e-a6e4-c02dfb52ab0f&pf_rd_p=2c0858f6-8a25-4b5e-a6e4-c02dfb52ab0f&pf_rd_r=FQJ8AA24A7MKCG7X5YH0&pd_rd_wg=kaWLr&pd_rd_r=2b90fe6c-124f-49bd-9c80-1606d9c050f0
948,Destiny in the Stars,The Nano Empire,02,Scott James,Read,2024-07-18,Amazon Unlimited,""
949,Conquer the Stars,The Nano Empire,03,Scott James,Publish Date,2024-10-15,Amazon Unlimited,""
950,Broken Worlds,Broken Worlds,01-03,Scott Jasper T.,Read,2017-06-10,Amazon Unlimited,https://smile.amazon.com/gp/product/B0793BX1X2?notRedirectToSDP=1&ref_=dbs_mng_calw_0&storeType=ebooks
951,Universe,Dark Space,01,Scott Jasper T.,Read,2017-06-10,Amazon Unlimited,https://smile.amazon.com/Dark-Space-Jasper-T-Scott-ebook/dp/B00CGOSBTU/ref=sr_1_4?dchild=1&keywords=dark+space&qid=1614888326&s=digital-text&sr=1-4
952,The Invisible War,Dark Space,02,Scott Jasper T.,Read,2017-06-17,Amazon Unlimited,""
953,Origin,Dark Space,03,Scott Jasper T.,Read,2017-06-17,Amazon Unlimited,""
954,Revenge,Dark Space,04,Scott Jasper T.,Read,2017-06-17,Amazon Unlimited,""
955,Avilon,Dark Space,05,Scott Jasper T.,Read,2017-06-17,Amazon Unlimited,""
956,Armageddon,Dark Space,06,Scott Jasper T.,Final,2017-06-17,Amazon Unlimited,""
957,Final Days,Final Days,01,Scott Jasper T.,Read,2020-07-30,Amazon Unlimited,https://smile.amazon.com/gp/product/B087C99ZGF?notRedirectToSDP=1&ref_=dbs_mng_calw_0&storeType=ebooks
958,Colony,Final Days,02,Scott Jasper T.,Read,2020-07-30,Amazon Unlimited,""
959,Escape,Final Days,03,Scott Jasper T.,Final,2020-08-04,Amazon Unlimited,""
960,Arrival,The Kyron Invasion,01,Scott Jasper T.,Read,2021-11-15,Amazon Unlimited,https://smile.amazon.com/gp/product/B099T8D8FP/ref=ku_mi_rw_edp_ku
961,New World Order,The Kyron Invasion,02,Scott Jasper T.,Read,2021-11-17,Amazon Unlimited,""
962,End Game,The Kyron Invasion,03,Scott Jasper T.,To Be Read,2021-11-17,"",""
963,Renegade,The Spiral Wars,01,Shepherd Joel,Read,2018-07-26,Amazon Unlimited,https://smile.amazon.com/Renegade-Spiral-Wars-Book-1-ebook/dp/B0138YJ3WA/ref=sr_1_1?crid=2SBX0I7KKYMFU&dchild=1&keywords=the+spiral+wars&qid=1614888654&s=digital-text&sprefix=The+Spiral+Wars%2Cdigital-text%2C158&sr=1-1
964,Drysine Legacy,The Spiral Wars,02,Shepherd Joel,Read,2018-07-26,Amazon Unlimited,""
965,Kantovan Vault,The Spiral Wars,03,Shepherd Joel,Read,2018-07-29,Amazon Unlimited,""
966,Defiance,The Spiral Wars,04,Shepherd Joel,Read,2018-07-26,Amazon Unlimited,""
967,Croma Venture,The Spiral Wars,05,Shepherd Joel,Won't Finish,,Amazon Unlimited,""
968,Kantovan Vault,The Spiral Wars,06,Shepherd Joel,Won't Finish,,Amazon Unlimited,""
969,Qalea Drop,The Spiral Wars,07,Shepherd Joel,Won't Finish,,Amazon Unlimited,""
970,The Centre,"","",Siddiqi Ayesha Manazir,Read,2024-06-05,Library,https://www.amazon.com/gp/product/B0B69V7FG4/ref=kinw_myk_ro_title
971,Infected,Infected,01,Sigler Scott,Read,2021-09-07,Amazon Unlimited,""
972,Contagious,Infected,02,Sigler Scott,Read,2021-09-12,Amazon Unlimited,""
973,Pandemic,Infected,03,Sigler Scott,Read,2021-09-12,Amazon Elizabeth,""
974,Sub-Human,Post-Human Series,01,Simpson David,Read,2015-09-05,Amazon Unlimited,https://smile.amazon.com/Sub-Human-Book-Post-Human-David-Simpson-ebook/dp/B008XS3BNY/ref=sr_1_7?dchild=1&keywords=Post-Human+Series&qid=1614888793&s=digital-text&sr=1-7
975,Post-Human,Post-Human Series,02,Simpson David,Read,2015-09-12,Amazon Unlimited,""
976,Trans-Human,Post-Human Series,03,Simpson David,Read,2015-09-12,Amazon Unlimited,""
977,Human Plus,Post-Human Series,04,Simpson David,Read,2015-09-12,Amazon Unlimited,""
978,Inhuman,Post-Human Series,05,Simpson David,Read,2015-09-12,Amazon Unlimited,""
979,Superhuman,Post-Human Series,06,Simpson David,Read,2024-02-03,Amazon Unlimited,""
980,?,Post-Human Series,07,Simpson David,Publish Date,,Amazon Unlimited,""
981,Extinction Horizon,The Extinction Cycle,01,Smith Nicholas Sansbury,Read,2015-06-27,Amazon Buy,https://smile.amazon.com/Extinction-Horizon-Cycle-Book-ebook/dp/B01MSADR8M/ref=sr_1_3?dchild=1&keywords=The+Extinction+Cycle&qid=1614889108&s=digital-text&sr=1-3
982,Extinction Edge,The Extinction Cycle,02,Smith Nicholas Sansbury,Read,2015-06-27,Amazon Buy,""
983,Extinction Age,The Extinction Cycle,03,Smith Nicholas Sansbury,Read,2015-06-27,Amazon Buy,""
984,Extinction Evolution,The Extinction Cycle,04,Smith Nicholas Sansbury,No Unlimited,,Amazon Buy,""
985,Extinction End,The Extinction Cycle,05,Smith Nicholas Sansbury,No Unlimited,,Amazon Buy,""
986,Extinction Aftermath,The Extinction Cycle,06,Smith Nicholas Sansbury,No Unlimited,,Amazon Buy,""
987,Extinction War,The Extinction Cycle,07,Smith Nicholas Sansbury,No Unlimited,,Amazon Buy,""
988,Bridgers 1: The Lure of Infinity,Bridgers Series,01,Smith Stan C.,Read,2020-08-30,Amazon Unlimited,https://smile.amazon.com/gp/product/B07BW32KFP?notRedirectToSDP=1&ref_=dbs_mng_calw_0&storeType=ebooks
989,Bridgers 2: The Cost of Survival,Bridgers Series,02,Smith Stan C.,Read,2021-06-19,Amazon Unlimited,""
990,Bridgers 3: The Voice of Reason,Bridgers Series,03,Smith Stan C.,Read,2021-06-19,Amazon Unlimited,""
991,Bridgers 4: The Mind of Many,Bridgers Series,04,Smith Stan C.,Read,2021-06-19,Amazon Unlimited,""
992,Bridgers 5: The Trial of Extinction,Bridgers Series,05,Smith Stan C.,Read,2021-06-19,Amazon Unlimited,""
993,Bridgers 6: The Bond of Absolution,Bridgers Series,06,Smith Stan C.,Final,2021-06-19,Amazon Unlimited,""
994,Diffusion,Diffusion,01-03,Smith Stan C.,Read,2020-08-16,Amazon Unlimited,https://smile.amazon.com/Diffusion-Stan-C-Smith-ebook/dp/B01373CVCQ/ref=sr_1_3?crid=3PAJV4OYUJA3S&dchild=1&keywords=diffusion+series&qid=1614889699&s=digital-text&sprefix=diffusion%2Cdigital-text%2C157&sr=1-3
995,The Woman in Me,"","",Spears Britney,Read,2023-11-08,Library,https://www.amazon.com/gp/product/B0BL1LWW6H/ref=kinw_myk_ro_title
996,A Secret About A Secret,"","",Spiegelman Peter,Read,2022-10-31,Library,https://mainlib.overdrive.com/mainlib-hunterdon/content/media/6768776
997,Nano,The Gift,01,Stapleton Marc,Read,2024-05-10,Amazon Unlimited,https://www.amazon.com/gp/product/B0C2QF3K6R/ref=ku_mi_rw_edp_ku
998,Drone,The Gift,02,Stapleton Marc,Read,2024-05-12,Amazon Unlimited,""
999,Vega,The Gift,03,Stapleton Marc,Read,2024-05-14,Amazon Unlimited,""
1000,Bleed,The Gift,04,Stapleton Marc,Maybe Continue Series,2024-05-14,Amazon Unlimited,""
1001,FIRST CASE: Murder Alley,McRyan Mystery Series,01,Stelljes Roger,Read,2024-01-04,Amazon Unlimited,https://www.amazon.com/gp/product/B0073VC9Y4/ref=ku_mi_rw_edp_ku
1002,The St.Paul Conspiracy,McRyan Mystery Series,02,Stelljes Roger,Read,2024-01-07,Amazon Unlimited,""
1003,Deadly Stillwater,McRyan Mystery Series,03,Stelljes Roger,Read,2024-01-12,Amazon Unlimited,""
1004,Electing To Murder,McRyan Mystery Series,04,Stelljes Roger,Read,2024-01-13,Amazon Unlimited,""
1005,Fatally Bound,McRyan Mystery Series,05,Stelljes Roger,Read,2024-01-13,Amazon Unlimited,""
1006,Blood Silence,McRyan Mystery Series,06,Stelljes Roger,Read,2024-01-15,Amazon Unlimited,""
1007,Next Girl On The List,McRyan Mystery Series,07,Stelljes Roger,Read,2024-01-19,Amazon Unlimited,""
